year,name,artists,album,popularity,release_date
2016,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),4,2015-03-10
2016,Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Peace Is The Mission,3,2015-06-01
2016,Hands To Myself,Selena Gomez,Revival,0,2015-10-09
2016,Here,Alessia Cara,Know-It-All (Deluxe),0,2015-11-13
2016,Never Be Like You (feat. Kai),"Flume, kai",Never Be Like You (feat. Kai),0,2016-01-16
2016,I Know What You Did Last Summer - Acoustic,"Alex G, Dustin Tavella",I Know What You Did Last Summer (Acoustic),0,2016-01-27
2016,Needed Me,Rihanna,ANTI,2,2016-01-28
2016,Work,"Rihanna, Drake",ANTI,2,2016-01-28
2016,Controlla,Drake,Views,1,2016-05-13
2016,Too Good,"Drake, Rihanna",Views,1,2016-05-13
2016,Hotline Bling,Drake,Views,0,2016-05-13
2016,Send My Love (To Your New Lover),Adele,Send My Love (To Your New Lover),0,2016-05-16
2016,Treat You Better,Shawn Mendes,Illuminate (Deluxe),0,2016-09-23
2016,Starving - Reprise Electro Hailee Steinfeld & Grey Zedd,ZZanu,Global Fusion Electro House (World Closing S Top 10),0,2016-10-06
2017,Mi Gente (feat. Beyoncé),"J Balvin, Willy William, Beyoncé",Mi Gente (feat. Beyoncé),58,2017-09-28
2017,Havana (feat. Young Thug),"Camila Cabello, Young Thug",Havana (feat. Young Thug),4,2017-08-03
2017,Silence,"Marshmello, Khalid",Silence,81,2017-08-11
2017,Chantaje (feat. Maluma),"Shakira, Maluma",El Dorado,84,2017-05-26
2017,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",Dusk Till Dawn (feat. Sia) [Radio Edit],74,2017-09-07
2017,Young Dumb & Broke,Khalid,American Teen,83,2017-04-27
2017,Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey",GEMINI,81,2017-09-22
2017,How Long,Charlie Puth,How Long,1,2017-10-05
2017,Let You Down,NF,Perception,2,2017-10-06
2017,Thunder,Imagine Dragons,Evolve,8,2017-06-23
2017,Wolves,"Selena Gomez, Marshmello",Wolves,4,2017-10-25
2017,Feel It Still,Portugal. The Man,Woodstock,83,2017-06-16
2017,rockstar,"Post Malone, 21 Savage",rockstar,9,2017-09-15
2017,Look What You Made Me Do,Taylor Swift,Look What You Made Me Do,1,2017-08-24
2017,1-800-273-8255,"Logic, Alessia Cara, Khalid",Everybody,77,2017-05-05
2017,Meant to Be (feat. Florida Georgia Line),"Bebe Rexha, Florida Georgia Line",All Your Fault: Pt. 2,74,2017-08-11
2017,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",Funk Wav Bounces Vol.1,81,2017-06-30
2017,Sorry Not Sorry,Demi Lovato,Tell Me You Love Me (Deluxe),0,2017-09-29
2017,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"Jason Derulo, Nicki Minaj, Ty Dolla $ign",Swalla (feat. Nicki Minaj & Ty Dolla $ign),73,2017-02-23
2017,Bad At Love,Halsey,hopeless fountain kingdom (Deluxe),9,2017-06-02
2017,Shape of You,Ed Sheeran,Shape of You,8,2017-01-06
2017,What About Us,P!nk,Beautiful Trauma,78,2017-10-13
2017,Something Just Like This,"The Chainsmokers, Coldplay",Something Just Like This,74,2017-02-22
2017,SUBEME LA RADIO,"Enrique Iglesias, Descemer Bueno, Zion & Lennox",SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),73,2017-02-24
2017,What Lovers Do (feat. SZA),"Maroon 5, SZA",Red Pill Blues (Deluxe),1,2017-11-03
2017,Too Much To Ask,Niall Horan,Flicker (Deluxe),0,2017-10-20
2017,Stay,"Zedd, Alessia Cara",Stay,79,2017-02-23
2017,Sign of the Times,Harry Styles,Sign of the Times,1,2017-04-07
2017,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",Fifty Shades Darker (Original Motion Picture Soundtrack),71,2017-02-10
2017,It Ain’t Me (with Selena Gomez),"Kygo, Selena Gomez",It Ain't Me,70,2017-02-17
2017,Cold,"Maroon 5, Future",Cold,1,2017-02-14
2017,Bad Bitch (feat. Ty Dolla $ign),"Bebe Rexha, Ty Dolla $ign",All Your Fault: Pt. 1,57,2017-02-16
2017,Por Favor,"Pitbull, Fifth Harmony",Por Favor,0,2017-10-27
2017,Love On The Brain,Rihanna,ANTI,1,2016-01-28
2017,I Love You,"Axwell /\ Ingrosso, Kid Ink",I Love You,1,2017-02-10
2017,Heavy (feat. Kiiara),"Linkin Park, Kiiara",Heavy (feat. Kiiara),0,2017-02-16
2017,Help,Papa Roach,Help,2,2017-02-17
2017,Say Less,"Dillon Francis, G-Eazy",Say Less,1,2017-04-05
2017,No Frauds,"Nicki Minaj, Drake, Lil Wayne",No Frauds,0,2017-03-10
2017,Bom Bidi Bom,"Nick Jonas, Nicki Minaj",Fifty Shades Darker (Original Motion Picture Soundtrack),55,2017-02-10
2017,Nobody Else but You,Trey Songz,Nobody Else but You,19,2017-02-16
2017,In The Arms Of A Stranger - Grey Remix,"Mike Posner, Grey",In The Arms Of A Stranger (Grey Remix),44,2017-02-17
2017,Young And Menace,Fall Out Boy,Young And Menace,0,2017-04-27
2017,Hula Hoop,Daddy Yankee,Hula Hoop,54,2017-03-03
2017,Vitamin D,"Ludacris, Ty Dolla $ign",Vitamin D,42,2017-03-31
2017,I Think Of You,"Jeremih, Chris Brown, Big Sean",I Think Of You,45,2017-02-03
2017,Helium,Sia,Fifty Shades Darker (Original Motion Picture Soundtrack),73,2017-02-10
2017,Ex,James TW,Ex,41,2017-02-17
2017,I'm Better (feat. Lamb),"Missy Elliott, lamb",I'm Better (feat. Lamb),44,2017-01-27
2017,Renegade,Hollywood Undead,Five,0,2017-10-27
2017,Hot Thoughts,Spoon,Hot Thoughts,0,2017-01-17
2017,Seasons (feat. OMI),"Shaggy, OMI",Seasons (feat. OMI),43,2017-02-17
2017,King Charles,YUNGBLUD,King Charles,0,2017-01-27
2017,Gateway Drug,Bebe Rexha,All Your Fault: Pt. 1,40,2017-02-16
2017,Everybody Knows,Chris Brown,Everybody Knows,0,2017-10-27
2017,What If,Kevin Gates,What If,0,2017-04-05
2017,Too Much To Think,311,Too Much To Think,0,2017-03-10
2017,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",I'm the One,3,2017-04-27
2017,Birthday,JP Cooper,Fifty Shades Darker (Original Motion Picture Soundtrack),46,2017-02-10
2017,Options (feat. Stephen Marley),"Pitbull, Stephen Marley",Options (feat. Stephen Marley),47,2017-02-17
2017,Waiting for You,"Rexx Life Raj, Russ",Waiting for You,37,2017-02-24
2017,"Sit Down (feat. Ty Dolla $ign, Lil Dicky & E-40)","Kent Jones, Ty Dolla $ign, Lil Dicky, E-40","Sit Down (feat. Ty Dolla $ign, Lil Dicky & E-40)",38,2017-02-21
2017,Mercy - Acoustic Guitar,Shawn Mendes,Mercy (Acoustic Guitar),50,2017-01-27
2017,Heartbreak (feat. The-Dream & Vindata),"Fat Joe, Remy Ma, The-Dream, Vindata",Plata O Plomo,25,2017-02-17
2017,Money Showers (feat. Ty Dolla $ign),"Fat Joe, Remy Ma, Ty Dolla $ign",Plata O Plomo,38,2017-02-17
2017,Feel Good (with Daya) - Acoustic,"Gryffin, ILLENIUM, Daya",Feel Good (feat. Daya) [Acoustic],34,2017-04-14
2017,"I Love You, Will You Marry Me",YUNGBLUD,"I Love You, Will You Marry Me",0,2017-09-13
2017,ON,Daniel Skye,ON,22,2017-01-13
2017,I Give You Power,"Arcade Fire, Mavis Staples",I Give You Power,0,2017-01-19
2017,Losing You,Alison Krauss,Windy City (Deluxe),24,2017-02-17
2017,Million Reasons - KVR Remix,"Lady Gaga, KVR",Million Reasons (KVR Remix),32,2017-02-17
2017,Song Goes Off,Trey Songz,Song Goes Off,0,2017-03-02
2017,"Fragments - From The Film ""The Smog Of The Sea""",Jack Johnson,"Fragments (From The Film ""The Smog Of The Sea"")",0,2017-02-17
2017,Go Crazy (feat. Sevyn Streeter & BJ the Chicago Kid),"Fat Joe, Remy Ma, Sevyn Streeter, BJ The Chicago Kid",Plata O Plomo,19,2017-02-17
2017,Carry You,TOMI,Carry You,14,2017-04-07
2017,Too Quick (feat. Kingston),"Fat Joe, Remy Ma, Kingston",Plata O Plomo,16,2017-02-17
2017,Be Like Dua,Eric Dash,Be Like Dua,0,2019-10-30
2017,Love,Lana Del Rey,Love,0,2017-02-18
2017,Changed It,"Nicki Minaj, Lil Wayne",Changed It,11,2017-03-08
2017,Bad Things - With Camila Cabello,"mgk, Camila Cabello",Bad Things,0,2016-10-14
2017,Kai's Song,Overcoats,Kai's Song,0,2017-04-07
2017,Good Goodbye (feat. Pusha T and Stormzy),"Linkin Park, Pusha T, Stormzy",Good Goodbye (feat. Pusha T and Stormzy),0,2017-04-14
2017,Party Monster,The Weeknd,Party Monster,0,2016-11-17
2017,I Feel It Coming,"The Weeknd, Daft Punk",I Feel It Coming,0,2016-11-17
2017,River (feat. Ed Sheeran),"Eminem, Ed Sheeran",Revival,3,2017-12-15
2017,Whiskey (feat. A$AP Rocky),"Maroon 5, A$AP Rocky",Whiskey (feat. A$AP Rocky),0,2017-10-20
2017,Walk On Water (feat. Beyoncé),"Eminem, Beyoncé",Revival,55,2017-12-15
2018,I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,79,2018-04-06
2018,Supplies,Justin Timberlake,Supplies,30,2018-01-18
2018,Walk On Water (feat. Beyoncé),"Eminem, Beyoncé",Revival,55,2017-12-15
2018,Polygraph Eyes,YUNGBLUD,YUNGBLUD,33,2018-01-19
2018,River (feat. Ed Sheeran),"Eminem, Ed Sheeran",Revival,75,2017-12-15
2018,FRIENDS,"Marshmello, Anne-Marie",FRIENDS,76,2018-02-09
2018,Famous (feat. Reginae Carter),"Lil Wayne, Reginae Carter",Tha Carter V,56,2018-09-28
2018,Lost at Sea,Jenna Raine,Be Like You,22,2019-11-08
2018,Man of the Woods,Justin Timberlake,Man of the Woods,47,2018-02-02
2018,Awful Things,Good Charlotte,Awful Things,0,2017-12-22
2018,This Is Me (From The Greatest Showman),Kesha,This Is Me (From The Greatest Showman),0,2017-12-22
2018,Thrill Me - Midnight Remix,Reigen,Thrill Me (Midnight Remix),1,2019-11-08
2018,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",beerbongs & bentleys,84,2018-04-27
2018,In the Trap,Allison Armanix,In the Trap,0,2019-11-04
2018,Ball Player,"Quantum C, Kurrent Event",Pre-Czn,1,2019-11-08
2018,1000,"N.E.R.D, Future, Pharrell Williams",NO ONE EVER REALLY DIES,41,2017-12-15
2018,Sick Boy,The Chainsmokers,Sick Boy,0,2018-01-17
2018,Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack,73,2018-10-05
2018,Caught up,Kara Marni,No Logic,0,2019-10-11
2018,Never Be the Same,Camila Cabello,Camila,82,2018-01-12
2018,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",Finesse (Remix) [feat. Cardi B],79,2017-12-20
2018,Filthy,Justin Timberlake,Filthy,39,2018-01-05
2018,Be Like Dua,Eric Dash,Be Like Dua,0,2019-10-30
2018,Perfect Symphony (Ed Sheeran & Andrea Bocelli),"Ed Sheeran, Andrea Bocelli",Perfect Symphony (Ed Sheeran & Andrea Bocelli),69,2017-12-15
2018,She Loves Control,Camila Cabello,Camila,58,2018-01-12
2018,EL BAÑO,"Enrique Iglesias, Bad Bunny",EL BAÑO,63,2018-01-12
2018,If You Leave Me Now (feat. Boyz II Men),"Charlie Puth, Boyz II Men",If You Leave Me Now (feat. Boyz II Men),0,2018-01-04
2018,Beautiful Trauma,P!nk,Beautiful Trauma,63,2017-10-13
2018,Say Something (feat. Chris Stapleton),"Justin Timberlake, Chris Stapleton",Say Something (feat. Chris Stapleton),50,2018-01-25
2018,Stand By Me,Skylar Grey,Stand By Me,56,2018-01-25
2018,Sunshine Riptide,"Fall Out Boy, Burna Boy",M A N I A,0,2018-01-19
2018,End Game,"Taylor Swift, Ed Sheeran, Future",reputation,75,2017-11-10
2018,Handyman,AWOLNATION,Handyman,0,2018-01-19
2018,Pick It Up (feat. Dre),"Fat Joe, Dre",Pick It Up (feat. Dre),31,2018-01-19
2018,"Heaven - From ""Fifty Shades Freed"" Soundtrack",Julia Michaels,"Heaven [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",41,2018-01-26
2018,God's Plan,Drake,Scary Hours,3,2018-01-20
2018,Freaky Friday (feat. Chris Brown),"Lil Dicky, Chris Brown",Freaky Friday (feat. Chris Brown),10,2018-03-15
2018,Pray For Me (with Kendrick Lamar),"The Weeknd, Kendrick Lamar",Pray For Me (with Kendrick Lamar),2,2018-02-02
2018,Pain = BESTFRIEND - feat. Travis Barker,"XXXTENTACION, Travis Barker",?,58,2018-03-16
2018,Nowhere Fast (feat. Kehlani) - Extended Version,"Eminem, Kehlani",Nowhere Fast (feat. Kehlani) [Extended Version],43,2018-03-17
2018,Ocean (feat. Khalid),"Martin Garrix, Khalid",Ocean (feat. Khalid),69,2018-06-15
2018,In My Feelings,Drake,Scorpion,3,2018-06-29
2018,Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),75,2018-07-12
2018,Don't Cry (feat. XXXTENTACION),"Lil Wayne, XXXTENTACION",Tha Carter V,65,2018-09-28
2018,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B),65,2018-05-30
2018,Youngblood,5 Seconds of Summer,Youngblood,66,2018-04-12
2018,Bed (feat. Ariana Grande),"Nicki Minaj, Ariana Grande",Bed (feat. Ariana Grande),0,2018-06-14
2018,Lie,NF,Perception,76,2017-10-06
2018,High Hopes,Panic! At The Disco,Pray for the Wicked,82,2018-06-22
2018,God's Plan,Drake,Scorpion,85,2018-06-29
2018,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,86,2018-12-10
2018,Better Now,Post Malone,beerbongs & bentleys,82,2018-04-27
2018,New Rules,Dua Lipa,Dua Lipa (Deluxe),83,2017-06-02
2018,SAD!,XXXTENTACION,?,82,2018-03-16
2018,Mona Lisa (feat. Kendrick Lamar),"Lil Wayne, Kendrick Lamar",Tha Carter V,72,2018-09-28
2018,no tears left to cry,Ariana Grande,Sweetener,80,2018-08-17
2018,Mine,Bazzi,COSMIC,75,2018-04-12
2018,Thunder,Imagine Dragons,Evolve,87,2017-06-23
2018,Look Alive (feat. Drake),"BlocBoy JB, Drake",Look Alive (feat. Drake),12,2018-02-09
2018,Bad At Love,Halsey,hopeless fountain kingdom (Deluxe),9,2017-06-02
2018,Taste (feat. Offset),"Tyga, Offset",Taste (feat. Offset),71,2018-05-16
2018,Let You Down,NF,Perception,80,2017-10-06
2018,No Limit,"G-Eazy, A$AP Rocky, Cardi B",No Limit,3,2017-09-07
2018,FEFE,"6ix9ine, Nicki Minaj, Murda Beatz",DUMMY BOY,0,2018-11-27
2018,Tequila,Dan + Shay,Tequila,60,2018-01-10
2018,Feel It Still,Portugal. The Man,Woodstock,83,2017-06-16
2018,MotorSport,"Migos, Nicki Minaj, Cardi B",Culture II,70,2018-01-26
2018,Wait,Maroon 5,Red Pill Blues (Deluxe),64,2018-06-15
2018,Dark Side Of The Moon (feat. Nicki Minaj),"Lil Wayne, Nicki Minaj",Tha Carter V,51,2018-09-28
2018,Wolves,"Selena Gomez, Marshmello",Wolves,79,2017-10-25
2018,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),83,2018-04-06
2019,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",Hollywood's Bleeding,76,2019-09-06
2019,Memories,Maroon 5,Memories,34,2019-09-20
2019,hot girl bummer,blackbear,hot girl bummer,4,2019-08-23
2019,Save Me from Myself,ODDGHXST,Save Me from Myself,2,2020-03-11
2019,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels),1,2019-09-13
2019,"All Night, Pt. II",Kara Marni,"All Night, Pt. II",0,2019-08-30
2019,Good as Hell (feat. Ariana Grande) - Remix,"Lizzo, Ariana Grande",Good as Hell (feat. Ariana Grande) [Remix],63,2016
2019,Lonely,"Diplo, Jonas Brothers",Lonely,0,2019-09-27
2019,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),73,2019-10-12
2019,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",75,2019-10-04
2019,Writing on the Wall (feat. Post Malone & Cardi B),"French Montana, Rvssian, Post Malone, Cardi B",Writing on the Wall (feat. Post Malone & Cardi B),54,2019-09-27
2019,Dance Monkey,Tones And I,Dance Monkey,7,2019-05-10
2019,Graveyard,Halsey,Graveyard,1,2019-09-13
2019,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),73,2019-06-28
2019,Good Thing (with Kehlani),"Zedd, Kehlani",Good Thing (with Kehlani),66,2019-09-27
2019,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,88,2019-05-17
2019,Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug, Travis Scott, Gunna",Hot (Remix) [feat. Gunna and Travis Scott],60,2019-11-01
2019,How Do You Sleep?,Sam Smith,How Do You Sleep?,70,2019-07-19
2019,"fuck, i'm lonely","Lauv, Anne-Marie","fuck, i'm lonely",1,2019-08-02
2019,Panini,Lil Nas X,7,67,2019-06-21
2019,Sally Walker,Iggy Azalea,Sally Walker,27,2019-03-15
2019,Señorita,"Shawn Mendes, Camila Cabello",Señorita,81,2019-06-21
2019,Cry for Me,Camila Cabello,Cry for Me,50,2019-10-04
2019,Saint-Tropez,Post Malone,Hollywood's Bleeding,1,2019-09-06
2019,Wow.,Post Malone,Wow.,5,2018-12-24
2019,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,81,2019-05-17
2019,MIDDLE CHILD,J. Cole,MIDDLE CHILD,80,2019-01-23
2019,Tempo (feat. Missy Elliott),"Lizzo, Missy Elliott",Cuz I Love You,60,2019-04-19
2019,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),84,2018-12-14
2019,Without Me,Halsey,Without Me,30,2018-10-04
2019,Dancing With A Stranger (with Normani),"Sam Smith, Normani",Dancing With A Stranger (with Normani),74,2019-01-11
2019,Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,87,2018-10-05
2019,Going Bad (feat. Drake),"Meek Mill, Drake",Championships,77,2018-11-30
2019,Cuz I Love You,Lizzo,Cuz I Love You (Deluxe),34,2019-05-03
2019,High Hopes,Panic! At The Disco,Pray for the Wicked,82,2018-06-22
2019,SICKO MODE,Travis Scott,ASTROWORLD,85,2018-08-03
2019,ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",Dying to Live,80,2018-12-14
2019,a lot,21 Savage,i am > i was,82,2018-12-21
2019,Better Now,Post Malone,beerbongs & bentleys,82,2018-04-27
2019,Please Me,"Cardi B, Bruno Mars",Please Me,80,2019-02-15
2019,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",Drip Harder,82,2018-10-05
2019,Mo Bamba,Sheck Wes,MUDBOY,77,2018-10-05
2019,SAD!,XXXTENTACION,?,82,2018-03-16
2019,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,86,2018-12-10
2019,Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,77,2018-12-21
2019,Money,Cardi B,Money,73,2018-10-23
2019,365,"Zedd, Katy Perry",365,66,2019-02-14
2019,11 Minutes (with Halsey feat. Travis Barker),"YUNGBLUD, Halsey, Travis Barker",11 Minutes (with Halsey feat. Travis Barker),67,2019-02-14
2019,Lost in the Fire,"Gesaffelstein, The Weeknd",Lost in the Fire,5,2019
2019,Circles,Post Malone,Hollywood's Bleeding,88,2019-09-06
2019,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",84,2019-03-29
2019,BOP,DaBaby,KIRK,77,2019-09-27
2019,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",Romance,76,2019-12-06
2019,South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",No.6 Collaborations Project,74,2019-07-12
2019,The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,84,2019-12-06
2019,Goodbyes (feat. Young Thug),"Post Malone, Young Thug",Hollywood's Bleeding,78,2019-09-06
2019,7 rings,Ariana Grande,"thank u, next",85,2019-02-08
2019,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",88,2019-03-29
2019,It's You,Ali Gatie,YOU,77,2019-11-08
2019,Mean It,"Lauv, LANY",~how i'm feeling~,0,2019-11-14
2019,Truth Hurts,Lizzo,Cuz I Love You (Deluxe),58,2019-05-03
2019,Youngblood,5 Seconds of Summer,Youngblood (Deluxe),83,2018-06-15
2019,First Off (feat. Travis Scott),"Future, Travis Scott",Future Hndrxx Presents: The WIZRD,62,2019-01-18
2019,Saturday Nights,Khalid,Suncity,70,2018-10-18
2019,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",Evil Genius,77,2018-12-07
2019,Malibu Coke,FRANC3,Malibu Coke,19,2019-01-17
2019,Startender (feat. Offset and Tyga),"A Boogie Wit da Hoodie, Tyga, Offset",Hoodie SZN,61,2018-12-21
2019,Woke Up Late (feat. Hailee Steinfeld),"Drax Project, Hailee Steinfeld",Woke Up Late (feat. Hailee Steinfeld),1,2019-01-21
2019,I Think We're Alone Now,Indiana Massara,I Think We're Alone Now,23,2019-03-08
2019,Trash,Model Child,Trash,5,2019-02-15
2019,Friend of a Friend,Calan Mai,Friend of a Friend,5,2019-03-01
2019,Bad Guy,Alex Holtti,Bad Guy,21,2019-02-22
2019,Bring Me Flowers While I'm Alive Not When I'm Dead,Clare Maguire,Bring Me Flowers While I'm Alive Not When I'm Dead,0,2019-02-19
2019,Sweet Candy,THE TRASH MERMAIDS,Sweet Candy,9,2019-02-14
2019,Sober,Eric Dash,Sober,0,2019-02-22
2019,Gold (feat. 5am),"Caroline Roman, 5AM",Gold,5,2017-11-06
2019,Discrete Company,Luau,Discrete Company,0,2019-02-22
2019,Quicksand,Lauren Waller,Quicksand,1,2019-03-29
2019,Started,Iggy Azalea,Started,49,2019-05-03
2019,Homicide,"Logic, Eminem",Homicide,58,2019-05-03
2019,Pretty,Rachel Bailey,Pretty,0,2019-04-15
2019,Nicely,Jen Kalicharan,Nicely,9,2019-06-28
2019,Solo,"Daisy Gray, Emmanuel Franco",Solo,0,2019-06-13
2019,Thrill (Feels feat. Melii),"Feels, Melii",Thrill (Feels feat. Melii),24,2019-08-09
2019,BB Girl,Seanu,BB Girl,2,2019-09-26
2019,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",Perfect Ten,77,2019-06-28
2019,VIBEZ,DaBaby,KIRK,67,2019-09-27
2019,Follow God,Kanye West,JESUS IS KING,74,2019-10-25
2019,Stuck In A Dream (feat. Gunna),"Lil Mosey, Gunna",Certified Hitmaker,67,2019-11-08
2019,Falling,Harry Styles,Fine Line,82,2019-12-13
2019,"thank u, next",Ariana Grande,"thank u, next",82,2019-02-08
2019,Sucker,Jonas Brothers,Happiness Begins,81,2019-06-07
2019,Suge,DaBaby,Baby On Baby,70,2019-03-01
2019,Adore You,Harry Styles,Fine Line,84,2019-12-13
2019,You Need To Calm Down,Taylor Swift,Lover,79,2019-08-23
2019,Only Human,Jonas Brothers,Happiness Begins,73,2019-06-07
2019,Suicidal,YNW Melly,Melly vs. Melvin,77,2019-11-22
2019,Lover,Taylor Swift,Lover,86,2019-08-23
2019,6 Kiss,"Trippie Redd, Juice WRLD, YNW Melly",A Love Letter To You 4,1,2019-11-22
2019,Family,"The Chainsmokers, Kygo",World War Joy,59,2019-12-06
2020,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,84,2020-01-17
2020,You should be sad,Halsey,Manic,72,2020-01-17
2020,Lose You To Love Me,Selena Gomez,Rare,81,2020-01-10
2020,Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",Changes,68,2020-02-14
2020,Save Me from Myself,ODDGHXST,Save Me from Myself,2,2020-03-11
2020,Those Kinda Nights (feat. Ed Sheeran),"Eminem, Ed Sheeran",Music To Be Murdered By,62,2020-01-17
2020,Good News,Mac Miller,Circles,73,2020-01-17
2020,Graveyard,Halsey,Manic,66,2020-01-17
2020,Yo Perreo Sola,Bad Bunny,YHLQMDLG,75,2020-02-29
2020,"I Do It (ft. Big Sean, Lil Baby)","Lil Wayne, Big Sean, Lil Baby",Funeral,51,2020-01-31
2020,Blue World,Mac Miller,Circles,76,2020-01-17
2020,Rare,Selena Gomez,Rare,63,2020-01-10
2020,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,78,2020-02-14
2020,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",Artist 2.0,60,2020-02-14
2020,UP THE SMOKE (with Offset),"Stunna 4 Vegas, Offset",RICH YOUNGIN,54,2020-01-17
2020,U Played (feat. Lil Baby),"Moneybagg Yo, Lil Baby",Time Served,68,2020-01-10
2020,Might Not Give Up (feat. Young Thug),"A Boogie Wit da Hoodie, Young Thug",Artist 2.0,48,2020-02-14
2020,I Don't Sleep (ft. Takeoff),"Lil Wayne, Takeoff",Funeral,47,2020-01-31
2020,GUESS WHAT (feat. Rick Ross),"Russ, Rick Ross",SHAKE THE SNOW GLOBE,49,2020-01-31
2020,Nice to Meet Ya (feat. Nicki Minaj),"Meghan Trainor, Nicki Minaj",TREAT MYSELF,52,2020-01-31
2020,All Dat (with Megan Thee Stallion),"Moneybagg Yo, Megan Thee Stallion",Time Served,54,2020-01-10
2020,Lucky,"Chelsea Cutler, Alexander 23",How To Be Human,46,2020-01-17
2020,DO DAT (feat. DaBaby & Lil Baby),"Stunna 4 Vegas, DaBaby, Lil Baby",RICH YOUNGIN,43,2020-01-17
2020,BEST ON EARTH (feat. BIA) - Bonus,"Russ, BIA",SHAKE THE SNOW GLOBE,66,2020-01-31
2020,Dior (with Gunna) - Remix,"Pop Smoke, Gunna",Meet The Woo 2 (Deluxe),55,2020-02-12
2020,Weekend (feat. Moneybagg Yo),"Yo Gotti, Moneybagg Yo",Untrapped,42,2020-01-31
2020,Sad Tonight,Chelsea Cutler,How To Be Human,44,2020-01-17
2020,Modern Loneliness,Lauv,~how i'm feeling~,0,2020-02-20
2020,DIET_,"Denzel Curry, Kenny Beats",UNLOCKED,55,2020-02-07
2020,Clouded,Brent Faiyaz,Fuck The World,79,2020-02-07
2020,Wolves (with NAV),"Pop Smoke, NAV",Meet The Woo 2 (Deluxe),56,2020-02-12
2020,Take_it_Back_v2,"Denzel Curry, Kenny Beats",UNLOCKED,50,2020-02-07
2020,Dough,Key Glock,Yellow Tape,73,2020-01-31
2020,Big Black Truck (with JID),"Dreamville, JID",Revenge Of The Dreamers III: Director's Cut,48,2020-01-16
2020,Been Away,Brent Faiyaz,Fuck The World,79,2020-02-07
2020,Genetics (feat. Pussycat Dolls),"Meghan Trainor, The Pussycat Dolls",TREAT MYSELF,52,2020-01-31
2020,Word on the Streets,Key Glock,Yellow Tape,72,2020-01-31
